season,week,celebrity_name,avg_judge_score,simulated_vote_share,rank_combination_rank,percentage_combination_rank
28,2,Mary Wilson,5.000000,0.074626,10,10
28,2,Ray Lewis,5.000000,0.003657,11,12
28,2,Lamar Odom,4.000000,0.059815,12,11
28,3,Kate Flannery,8.000000,0.122526,1,1
28,3,Ally Brooke,8.000000,0.120940,2,2
28,3,James Van Der Beek,7.666667,0.117808,3,3
28,3,Sailor Brinkley-Cook,7.666667,0.114219,4,4
28,3,Hannah Brown,7.000000,0.104008,5,5
28,3,Kel Mitchell,6.666667,0.103236,6,6
28,3,Lauren Alaina,6.666667,0.102167,7,7
28,3,Karamo Brown,5.333333,0.079861,8,8
28,3,Sean Spicer,5.000000,0.073117,9,9
28,3,Lamar Odom,4.000000,0.062118,10,10
28,4,Ally Brooke,8.000000,0.112627,1,2
28,4,Lauren Alaina,8.000000,0.112504,2,3
28,4,Kel Mitchell,8.000000,0.113501,3,1
28,4,Hannah Brown,8.000000,0.109444,4,4
28,4,Sailor Brinkley-Cook,7.750000,0.106923,5,5
28,4,Kate Flannery,6.500000,0.105159,6,7
28,4,James Van Der Beek,7.000000,0.100689,7,6
28,4,Karamo Brown,7.000000,0.096580,8,8
28,4,Sean Spicer,5.250000,0.073320,9,9
28,4,Lamar Odom,5.000000,0.069252,10,10
28,5,Ally Brooke,9.000000,0.125657,1,1
28,5,Kel Mitchell,8.666667,0.122879,2,2
28,5,James Van Der Beek,8.666667,0.122873,3,3
28,5,Hannah Brown,8.333333,0.114104,4,4
28,5,Kate Flannery,8.000000,0.113675,5,5
28,5,Sailor Brinkley-Cook,8.000000,0.110737,6,6
28,5,Lauren Alaina,7.666667,0.108291,7,7
28,5,Karamo Brown,7.000000,0.096555,8,8
28,5,Sean Spicer,6.333333,0.085229,9,9
28,6,Lauren Alaina,8.666667,0.111111,1,4
28,6,James Van Der Beek,9.000000,0.111111,2,1
28,6,Karamo Brown,8.333333,0.111111,3,6
28,6,Sailor Brinkley-Cook,9.000000,0.111111,4,2
28,6,Ally Brooke,8.333333,0.111111,5,7
28,6,Kate Flannery,9.000000,0.111111,6,3
28,6,Sean Spicer,7.000000,0.111111,7,9
28,6,Kel Mitchell,8.666667,0.111111,8,5
28,6,Hannah Brown,8.000000,0.111111,9,8
28,7,Ally Brooke,9.000000,0.186410,1,1
28,7,Lauren Alaina,9.000000,0.177242,2,2
28,7,James Van Der Beek,9.000000,0.171198,3,3
28,7,Hannah Brown,8.666667,0.156035,4,4
28,7,Kel Mitchell,8.500000,0.076507,5,6
28,7,Sean Spicer,7.000000,0.157021,6,5
28,7,Kate Flannery,8.000000,0.072185,7,7
28,7,Karamo Brown,8.166667,0.003401,8,8
28,8,James Van Der Beek,10.666600,0.223866,1,1
28,8,Hannah Brown,10.333267,0.210513,2,2
28,8,Kel Mitchell,9.999933,0.213474,3,3
28,8,Ally Brooke,10.000000,0.209989,4,4
28,8,Kate Flannery,8.666600,0.003209,5,6
28,8,Sean Spicer,6.666667,0.135494,6,5
28,8,Lauren Alaina,8.000000,0.003454,7,7
28,9,Ally Brooke,10.000000,0.186370,1,1
28,9,Kel Mitchell,9.250000,0.179669,2,2
28,9,James Van Der Beek,9.000000,0.177713,3,3
28,9,Hannah Brown,8.875000,0.167896,4,5
28,9,Lauren Alaina,8.750000,0.174537,5,4
28,9,Sean Spicer,6.250000,0.113815,6,6
28,10,Ally Brooke,9.833333,0.210427,1,1
28,10,Kel Mitchell,9.500000,0.209310,2,2
28,10,Lauren Alaina,9.000000,0.208447,3,3
28,10,Hannah Brown,9.000000,0.189845,4,4
28,10,James Van Der Beek,8.500000,0.181971,5,5
28,11,Ally Brooke,10.000000,0.256487,1,1
28,11,Kel Mitchell,9.833333,0.254929,2,2
28,11,Hannah Brown,9.666667,0.242786,3,3
28,11,Lauren Alaina,9.500000,0.245798,4,4
29,1,Justina Machado,7.000000,0.082957,1,1
29,1,Skai Jackson,7.000000,0.082936,2,2
29,1,Nev Schulman,6.666667,0.075269,3,3
29,1,Monica Aldama,6.333333,0.072567,4,4
29,1,Anne Heche,6.000000,0.071524,5,5
29,1,AJ McLean,6.000000,0.070929,6,7
29,1,Jeannie Mai,6.000000,0.068953,7,9
29,1,Kaitlyn Bristowe,6.666667,0.061227,8,10
29,1,Jesse Metcalfe,6.000000,0.071463,9,6
29,1,Johnny Weir,6.000000,0.070188,10,8
29,1,Veron Davis,5.666667,0.066312,11,11
29,1,Nelly,5.333333,0.063255,12,12
29,1,Chrishell Stause,4.333333,0.052138,13,13
29,1,Charles Oakley,4.000000,0.047464,14,14
29,1,Carole Baskin,3.666667,0.042819,15,15
29,2,Justina Machado,7.000000,0.077228,1,1
29,2,Nev Schulman,7.000000,0.073862,2,2
29,2,Jesse Metcalfe,6.666667,0.073585,3,3
29,2,AJ McLean,6.333333,0.069394,4,5
29,2,Anne Heche,6.000000,0.068944,5,6
29,2,Kaitlyn Bristowe,7.333333,0.062240,6,4
29,2,Veron Davis,6.000000,0.065827,7,9
29,2,Chrishell Stause,6.000000,0.067287,8,7
29,2,Nelly,6.000000,0.066578,9,8
29,2,Jeannie Mai,6.000000,0.063799,10,11
29,2,Skai Jackson,5.000000,0.071607,11,12
29,2,Johnny Weir,6.000000,0.065176,12,10
29,2,Carole Baskin,5.333333,0.062696,13,13
29,2,Monica Aldama,5.333333,0.062436,14,14
29,2,Charles Oakley,5.000000,0.049341,15,15
29,3,Johnny Weir,8.000000,0.084690,1,1
29,3,Nev Schulman,8.000000,0.082250,2,2
29,3,Chrishell Stause,7.333333,0.079212,3,3
29,3,Veron Davis,7.333333,0.078201,4,4
29,3,Jeannie Mai,7.333333,0.076574,5,5
29,3,AJ McLean,7.000000,0.075444,6,6
29,3,Monica Aldama,7.000000,0.073159,7,7
29,3,Kaitlyn Bristowe,7.666667,0.064088,8,8
29,3,Jesse Metcalfe,6.666667,0.072387,9,9
29,3,Justina Machado,6.333333,0.069373,10,10
29,3,Skai Jackson,6.000000,0.067021,11,11
29,3,Anne Heche,5.000000,0.068851,12,13
29,3,Nelly,6.000000,0.065959,13,12
29,3,Carole Baskin,4.000000,0.042790,14,14
29,4,Skai Jackson,9.333333,0.095856,1,1
29,4,Justina Machado,8.000000,0.082295,2,2
29,4,AJ McLean,8.000000,0.081617,3,3
29,4,Monica Aldama,8.000000,0.079077,4,5
29,4,Johnny Weir,8.000000,0.080888,5,4
29,4,Nev Schulman,8.000000,0.078438,6,6
29,4,Kaitlyn Bristowe,8.333333,0.063359,7,11
29,4,Jesse Metcalfe,7.000000,0.083790,8,7
29,4,Chrishell Stause,7.333333,0.077196,9,8
29,4,Veron Davis,7.333333,0.074247,10,10
29,4,Nelly,7.000000,0.078234,11,9
29,4,Jeannie Mai,7.000000,0.069886,12,12
29,4,Anne Heche,7.000000,0.055116,13,13
29,5,Johnny Weir,9.666667,0.101710,1,1
29,5,Monica Aldama,8.666667,0.090217,2,2
29,5,Nev Schulman,8.666667,0.088990,3,3
29,5,Skai Jackson,8.000000,0.087672,4,4
29,5,Kaitlyn Bristowe,9.000000,0.075150,5,8
29,5,Jeannie Mai,8.000000,0.083721,6,9
29,5,Justina Machado,8.000000,0.087428,7,5
29,5,Nelly,8.000000,0.086271,8,6
29,5,AJ McLean,8.000000,0.086023,9,7
29,5,Veron Davis,7.000000,0.075082,10,10
29,5,Chrishell Stause,6.333333,0.069167,11,11
29,5,Jesse Metcalfe,6.333333,0.068569,12,12
29,6,Justina Machado,9.000000,0.123771,1,1
29,6,AJ McLean,9.000000,0.120452,2,2
29,6,Monica Aldama,9.000000,0.115095,3,3
29,6,Kaitlyn Bristowe,9.000000,0.096293,4,8
29,6,Nelly,8.000000,0.117327,5,6
29,6,Nev Schulman,8.666667,0.110232,6,5
29,6,Chrishell Stause,8.000000,0.116002,7,7
29,6,Jeannie Mai,8.333333,0.114827,8,4
29,6,Johnny Weir,7.333333,0.002451,9,10
29,6,Skai Jackson,6.000000,0.081146,10,9
29,6,Veron Davis,7.000000,0.002405,11,11
29,7,Nev Schulman,10.000000,0.122106,1,1
29,7,Nelly,9.000000,0.114611,2,2
29,7,Skai Jackson,9.000000,0.114474,3,3
29,7,Johnny Weir,9.000000,0.113140,4,4
29,7,Chrishell Stause,8.666667,0.109380,5,5
29,7,AJ McLean,8.666667,0.108017,6,6
29,7,Justina Machado,8.666667,0.107807,7,7
29,7,Jeannie Mai,8.333333,0.084708,8,9
29,7,Kaitlyn Bristowe,8.000000,0.101529,9,8
29,7,Monica Aldama,7.333333,0.024228,10,10
29,8,Johnny Weir,10.000000,0.150238,1,1
29,8,Nev Schulman,10.000000,0.145778,2,2
29,8,Justina Machado,9.666600,0.148485,3,3
29,8,Kaitlyn Bristowe,9.333333,0.133129,4,5
29,8,Skai Jackson,8.999933,0.145113,5,4
29,8,AJ McLean,9.000000,0.130691,6,7
29,8,Nelly,8.000000,0.144403,7,6
29,8,Chrishell Stause,9.000000,0.002163,8,8
29,9,Johnny Weir,10.000000,0.166680,1,1
29,9,Skai Jackson,9.666600,0.171343,2,2
29,9,Justina Machado,8.666600,0.179345,3,3
29,9,Kaitlyn Bristowe,10.000000,0.127824,4,5
29,9,Nev Schulman,9.666600,0.156531,5,4
29,9,Nelly,8.000000,0.149838,6,6
29,9,AJ McLean,8.333267,0.048440,7,7
29,10,Nev Schulman,10.000000,0.178999,1,3
29,10,Kaitlyn Bristowe,10.000000,0.148932,2,4
29,10,Justina Machado,9.666667,0.190940,3,2
29,10,Nelly,9.333333,0.210947,4,1
29,10,Johnny Weir,9.500000,0.147891,5,5
29,10,Skai Jackson,9.500000,0.122293,6,6
29,11,Justina Machado,10.000000,0.270862,1,1
29,11,Nev Schulman,10.000000,0.258931,2,2
29,11,Kaitlyn Bristowe,10.000000,0.213788,3,4
29,11,Nelly,9.500000,0.256420,4,3
30,1,JoJo Siwa,7.250000,0.082983,1,1
30,1,Suni Lee,7.000000,0.077725,2,2
30,1,Amanda Kloots,7.000000,0.076595,3,3
30,1,Melora Hardin,6.500000,0.074169,4,4
30,1,Kenya Moore,6.500000,0.071211,5,5
30,1,Olivia Jade,6.250000,0.072156,6,6
30,1,Melanie C,6.750000,0.061203,7,7
30,1,"Mike ""The Miz"" Mizanin",6.000000,0.067331,8,9
30,1,Brian Austin Green,6.000000,0.068617,9,8
30,1,Cody Rigsby,6.000000,0.065921,10,11
30,1,Matt James,6.000000,0.067274,11,10
30,1,Christine Chiu,6.250000,0.055166,12,12
30,1,Jimmie Allen,5.500000,0.062460,13,13
30,1,Iman Shumpert,5.250000,0.059182,14,14
30,1,Martin Kove,3.250000,0.038009,15,15
30,2,Amanda Kloots,8.000000,0.082004,1,1
30,2,JoJo Siwa,7.750000,0.083860,2,2
30,2,Suni Lee,7.000000,0.074222,3,3
30,2,Olivia Jade,6.750000,0.073663,4,4
30,2,Melora Hardin,6.750000,0.073136,5,5
30,2,Jimmie Allen,6.750000,0.072256,6,6
30,2,Melanie C,7.500000,0.063900,7,7
30,2,"Mike ""The Miz"" Mizanin",6.500000,0.069211,8,8
30,2,Iman Shumpert,6.250000,0.066374,9,9
30,2,Cody Rigsby,6.000000,0.062994,10,10
30,2,Brian Austin Green,5.750000,0.063336,11,12
30,2,Kenya Moore,6.000000,0.062811,12,11
30,2,Christine Chiu,6.000000,0.051764,13,14
30,2,Matt James,5.500000,0.059419,14,13
30,2,Martin Kove,3.750000,0.041050,15,15
30,3,JoJo Siwa,8.000000,0.081965,1,3
30,3,Olivia Jade,8.000000,0.077513,2,4
30,3,Melanie C,7.333333,0.092502,3,1
30,3,Melora Hardin,7.666667,0.074534,4,6
30,3,Amanda Kloots,8.000000,0.066883,5,7
30,3,Brian Austin Green,6.333333,0.089672,6,5
30,3,Cody Rigsby,6.000000,0.105026,7,2
30,3,Kenya Moore,7.000000,0.071118,8,8
30,3,Jimmie Allen,6.666667,0.073089,9,9
30,3,"Mike ""The Miz"" Mizanin",7.333333,0.060661,10,12
30,3,Suni Lee,7.000000,0.065563,11,10
30,3,Matt James,6.666667,0.068732,12,11
30,3,Christine Chiu,7.000000,0.002314,13,14
30,3,Iman Shumpert,6.333333,0.070426,14,13
30,4,Melora Hardin,9.125000,0.089776,1,1
30,4,Olivia Jade,8.750000,0.087023,2,2
30,4,JoJo Siwa,8.750000,0.086661,3,3
30,4,Suni Lee,8.500000,0.082086,4,4
30,4,Amanda Kloots,8.500000,0.080882,5,5
30,4,Jimmie Allen,8.125000,0.079656,6,6
30,4,"Mike ""The Miz"" Mizanin",8.125000,0.078480,7,7
30,4,Iman Shumpert,7.875000,0.076487,8,8
30,4,Melanie C,8.250000,0.064686,9,9
30,4,Kenya Moore,7.375000,0.070757,10,10
30,4,Cody Rigsby,7.250000,0.069962,11,11
30,4,Matt James,7.125000,0.069232,12,12
30,4,Brian Austin Green,6.500000,0.064314,13,13
30,5,Olivia Jade,9.000000,0.105643,1,3
30,5,Amanda Kloots,9.750000,0.079764,2,6
30,5,Jimmie Allen,8.500000,0.128212,3,2
30,5,JoJo Siwa,10.000000,0.070493,4,7
30,5,Melora Hardin,9.000000,0.087786,5,5
30,5,Iman Shumpert,7.000000,0.185229,6,1
30,5,Suni Lee,9.000000,0.079656,7,8
30,5,"Mike ""The Miz"" Mizanin",8.000000,0.111976,8,4
30,5,Cody Rigsby,8.000000,0.087712,9,9
30,5,Melanie C,9.000000,0.002788,10,11
30,5,Kenya Moore,9.000000,0.060740,11,10
30,6,JoJo Siwa,10.000000,0.108862,1,1
30,6,Iman Shumpert,10.000000,0.105960,2,2
30,6,Jimmie Allen,9.500000,0.102213,3,4
30,6,Melora Hardin,8.500000,0.115652,4,3
30,6,Amanda Kloots,9.500000,0.099031,5,5
30,6,Olivia Jade,9.000000,0.100796,6,6
30,6,Suni Lee,9.000000,0.097682,7,7
30,6,Cody Rigsby,9.000000,0.094758,8,8
30,6,"Mike ""The Miz"" Mizanin",8.500000,0.092980,9,9
30,6,Kenya Moore,8.000000,0.082065,10,10
30,7,Olivia Jade,10.500000,0.129210,1,1
30,7,JoJo Siwa,9.750000,0.120377,2,2
30,7,Melora Hardin,9.500000,0.116638,3,3
30,7,Jimmie Allen,9.500000,0.115187,4,4
30,7,Suni Lee,8.500000,0.109673,5,6
30,7,Cody Rigsby,9.000000,0.106822,6,5
30,7,Iman Shumpert,8.500000,0.105169,7,7
30,7,Amanda Kloots,8.500000,0.101810,8,8
30,7,"Mike ""The Miz"" Mizanin",8.000000,0.095115,9,9
30,8,Melora Hardin,10.500000,0.133777,1,1
30,8,Suni Lee,10.500000,0.130487,2,2
30,8,Amanda Kloots,10.500000,0.128324,3,4
30,8,JoJo Siwa,10.250000,0.131700,4,3
30,8,Iman Shumpert,8.750000,0.141341,5,5
30,8,Cody Rigsby,9.500000,0.117125,6,6
30,8,Olivia Jade,9.000000,0.116064,7,7
30,8,Jimmie Allen,8.000000,0.101182,8,8
30,9,JoJo Siwa,10.000000,0.193505,1,1
30,9,Amanda Kloots,9.875000,0.186454,2,3
30,9,Cody Rigsby,8.875000,0.206866,3,2
30,9,Iman Shumpert,9.375000,0.173354,4,4
30,9,Suni Lee,9.375000,0.163830,5,5
30,9,Melora Hardin,9.000000,0.075992,6,6
30,10,JoJo Siwa,10.000000,0.261170,1,1
30,10,Iman Shumpert,10.000000,0.254195,2,2
30,10,Amanda Kloots,9.750000,0.244731,3,3
30,10,Cody Rigsby,9.500000,0.239905,4,4
31,1,Charli D'Amelio,8.000000,0.088272,1,1
31,1,Wayne Brady,7.250000,0.076246,2,2
31,1,Selma Blair,7.000000,0.076476,3,3
31,1,Shangela,7.000000,0.074421,4,4
31,1,Gabby Windey,7.000000,0.073840,5,5
31,1,Daniel Durant,6.750000,0.074020,6,6
31,1,Jordin Sparks,6.500000,0.071678,7,7
31,1,Heidi D'Amelio,6.000000,0.068306,8,8
31,1,Joseph Baena,5.750000,0.064716,9,9
31,1,Trevor Donovan,5.250000,0.060346,10,10
31,1,Cheryl Ladd,5.250000,0.059856,11,11
31,1,Teresa Giudice,5.000000,0.055033,12,13
31,1,Sam Champion,5.000000,0.056869,13,12
31,1,Jessie James Decker,5.000000,0.047476,14,14
31,1,Vinny Guadagnino,4.250000,0.049284,15,15
31,1,Jason Lewis,4.500000,0.003161,16,16
31,2,Charli D'Amelio,8.000000,0.081980,1,1
31,2,Gabby Windey,8.000000,0.078146,2,2
31,2,Wayne Brady,8.000000,0.078094,3,3
31,2,Trevor Donovan,7.500000,0.077243,4,4
31,2,Daniel Durant,7.250000,0.073966,5,5
31,2,Heidi D'Amelio,7.000000,0.072263,6,6
31,2,Selma Blair,7.000000,0.072090,7,7
31,2,Shangela,7.000000,0.069138,8,8
31,2,Jordin Sparks,6.750000,0.068543,9,9
31,2,Vinny Guadagnino,6.750000,0.066721,10,10
31,2,Sam Champion,6.500000,0.064291,11,11
31,2,Joseph Baena,6.000000,0.065920,12,13
31,2,Cheryl Ladd,5.250000,0.065928,13,14
31,2,Jessie James Decker,6.250000,0.063557,14,12
31,2,Teresa Giudice,5.750000,0.002121,15,15
31,3,Charli D'Amelio,8.250000,0.087333,1,1
31,3,Gabby Windey,8.250000,0.083424,2,2
31,3,Wayne Brady,8.250000,0.083290,3,3
31,3,Heidi D'Amelio,8.000000,0.085686,4,4
31,3,Daniel Durant,7.750000,0.082894,5,5
31,3,Joseph Baena,7.250000,0.077612,6,7
31,3,Shangela,7.500000,0.076721,7,6
31,3,Jordin Sparks,7.250000,0.076875,8,8
31,3,Selma Blair,7.000000,0.075055,9,9
31,3,Trevor Donovan,6.750000,0.073274,10,10
31,3,Jessie James Decker,6.500000,0.061624,11,12
31,3,Sam Champion,6.250000,0.065399,12,11
31,3,Vinny Guadagnino,5.750000,0.065440,13,13
31,3,Cheryl Ladd,6.000000,0.005372,14,14
31,4,Charli D'Amelio,9.000000,0.088924,1,1
31,4,Wayne Brady,9.000000,0.085147,2,2
31,4,Gabby Windey,9.000000,0.084928,3,3
31,4,Heidi D'Amelio,8.500000,0.084403,4,4
31,4,Jordin Sparks,8.500000,0.082942,5,5
31,4,Selma Blair,8.000000,0.078615,6,6
31,4,Shangela,8.000000,0.075827,7,8
31,4,Joseph Baena,7.000000,0.086957,8,7
31,4,Daniel Durant,7.250000,0.072143,9,9
31,4,Jessie James Decker,7.750000,0.060443,10,12
31,4,Vinny Guadagnino,7.250000,0.069347,11,11
31,4,Trevor Donovan,7.000000,0.072102,12,10
31,4,Sam Champion,6.250000,0.058224,13,13
31,5,Charli D'Amelio,10.500000,0.103862,1,1
31,5,Gabby Windey,10.250000,0.097202,2,2
31,5,Wayne Brady,10.250000,0.096819,3,3
31,5,Selma Blair,10.000000,0.096878,4,4
31,5,Heidi D'Amelio,9.750000,0.095843,5,5
31,5,Shangela,9.625000,0.091029,6,6
31,5,Trevor Donovan,9.000000,0.086828,7,7
31,5,Jordin Sparks,8.875000,0.084681,8,8
31,5,Jessie James Decker,9.000000,0.082153,9,9
31,5,Vinny Guadagnino,7.750000,0.086432,10,10
31,5,Daniel Durant,8.375000,0.076869,11,11
31,5,Joseph Baena,8.750000,0.001404,12,12
31,6,Charli D'Amelio,10.000000,0.117357,1,1
31,6,Gabby Windey,9.250000,0.103667,2,3
31,6,Trevor Donovan,8.500000,0.117519,3,2
31,6,Heidi D'Amelio,9.000000,0.106406,4,4
31,6,Shangela,9.000000,0.100601,5,5
31,6,Daniel Durant,8.500000,0.101774,6,6
31,6,Wayne Brady,8.500000,0.096946,7,8
31,6,Jordin Sparks,8.500000,0.099606,8,7
31,6,Vinny Guadagnino,7.000000,0.093412,9,9
31,6,Jessie James Decker,8.000000,0.062712,10,10
31,7,Charli D'Amelio,9.750000,0.135350,1,1
31,7,Trevor Donovan,9.750000,0.133955,2,2
31,7,Wayne Brady,9.500000,0.125534,3,3
31,7,Daniel Durant,9.125000,0.128204,4,4
31,7,Shangela,9.125000,0.122158,5,5
31,7,Heidi D'Amelio,8.750000,0.124385,6,6
31,7,Gabby Windey,8.875000,0.120739,7,7
31,7,Vinny Guadagnino,7.875000,0.107652,8,8
31,7,Jordin Sparks,8.625000,0.002022,9,9
31,8,Charli D'Amelio,11.250000,0.143275,1,1
31,8,Wayne Brady,11.250000,0.137024,2,2
31,8,Shangela,10.500000,0.128377,3,3
31,8,Trevor Donovan,9.750000,0.133905,4,4
31,8,Gabby Windey,10.000000,0.122583,5,6
31,8,Daniel Durant,9.750000,0.126540,6,5
31,8,Heidi D'Amelio,8.750000,0.118241,7,7
31,8,Vinny Guadagnino,7.250000,0.090055,8,8
31,9,Charli D'Amelio,10.000000,0.184839,1,1
31,9,Gabby Windey,10.000000,0.176079,2,2
31,9,Wayne Brady,9.125000,0.163934,3,3
31,9,Shangela,9.125000,0.163785,4,4
31,9,Daniel Durant,8.625000,0.160736,5,5
31,9,Trevor Donovan,8.125000,0.150628,6,6
31,10,Charli D'Amelio,10.000000,0.263656,1,1
31,10,Gabby Windey,10.000000,0.252997,2,2
31,10,Shangela,9.500000,0.241999,3,3
31,10,Wayne Brady,9.500000,0.241348,4,4
32,1,Charity Lawson,7.333333,0.095593,1,1
32,1,Jason Mraz,7.000000,0.093767,2,2
32,1,Ariana Madix,7.000000,0.091074,3,3
32,1,Xochitl Gomez,6.000000,0.081906,4,4
32,1,Adrian Peterson,6.000000,0.080712,5,5
32,1,Mira Sorvino,5.666667,0.077812,6,7
32,1,Lele Pons,6.333333,0.069694,7,6
32,1,Barry Williams,5.333333,0.073898,8,8
32,1,Jamie Lynn Spears,5.000000,0.070185,9,9
32,1,Alyson Hannigan,4.333333,0.064377,10,10
32,1,Mauricio Umansky,5.000000,0.050627,11,11
32,1,Tyson Beckford,4.000000,0.061943,12,12
32,1,Matt Walsh,4.000000,0.045718,13,13
32,1,Harry Jowsey,4.000000,0.042695,14,14
32,2,Xochitl Gomez,8.000000,0.076923,1,1
32,2,Lele Pons,7.000000,0.076923,2,3
32,2,Jason Mraz,8.000000,0.076923,3,2
32,2,Adrian Peterson,5.000000,0.076923,4,10
32,2,Jamie Lynn Spears,5.333333,0.076923,5,9
32,2,Ariana Madix,6.666667,0.076923,6,5
32,2,Harry Jowsey,5.000000,0.076923,7,11
32,2,Charity Lawson,7.000000,0.076923,8,4
32,2,Tyson Beckford,6.000000,0.076923,9,7
32,2,Mauricio Umansky,4.000000,0.076923,10,13
32,2,Barry Williams,5.000000,0.076923,11,12
32,2,Alyson Hannigan,6.333333,0.076923,12,6
32,2,Mira Sorvino,6.000000,0.076923,13,8
32,3,Jason Mraz,8.500000,0.106362,1,1
32,3,Ariana Madix,8.500000,0.103326,2,2
32,3,Xochitl Gomez,8.000000,0.101942,3,3
32,3,Charity Lawson,8.000000,0.097776,4,4
32,3,Mira Sorvino,6.500000,0.085601,5,5
32,3,Lele Pons,6.750000,0.069836,6,9
32,3,Alyson Hannigan,6.000000,0.087280,7,6
32,3,Barry Williams,6.250000,0.082593,8,7
32,3,Adrian Peterson,5.500000,0.087489,9,8
32,3,Mauricio Umansky,5.750000,0.060572,10,11
32,3,Harry Jowsey,6.000000,0.057538,11,10
32,3,Tyson Beckford,5.000000,0.059685,12,12
32,4,Xochitl Gomez,9.000000,0.090909,1,1
32,4,Adrian Peterson,7.000000,0.090909,2,6
32,4,Lele Pons,7.333333,0.090909,3,5
32,4,Harry Jowsey,7.000000,0.090909,4,7
32,4,Ariana Madix,8.333333,0.090909,5,2
32,4,Jason Mraz,8.000000,0.090909,6,3
32,4,Mauricio Umansky,6.333333,0.090909,7,9
32,4,Charity Lawson,8.000000,0.090909,8,4
32,4,Barry Williams,6.000000,0.090909,9,10
32,4,Mira Sorvino,7.000000,0.090909,10,8
32,4,Alyson Hannigan,6.000000,0.090909,11,11
32,5,Xochitl Gomez,9.333333,0.150787,1,1
32,5,Charity Lawson,9.333333,0.145268,2,2
32,5,Jason Mraz,9.000000,0.143297,3,3
32,5,Barry Williams,8.000000,0.129473,4,4
32,5,Lele Pons,8.000000,0.108736,5,6
32,5,Mauricio Umansky,8.000000,0.097206,6,7
32,5,Ariana Madix,8.000000,0.124795,7,5
32,5,Alyson Hannigan,7.000000,0.004016,8,10
32,5,Mira Sorvino,7.333333,0.002718,9,9
32,5,Harry Jowsey,6.000000,0.093703,10,8
32,6,Ariana Madix,10.250000,0.133039,1,2
32,6,Xochitl Gomez,10.500000,0.125339,2,3
32,6,Lele Pons,9.250000,0.188041,3,1
32,6,Charity Lawson,9.500000,0.109769,4,5
32,6,Jason Mraz,9.750000,0.102353,5,6
32,6,Harry Jowsey,7.250000,0.140263,6,4
32,6,Barry Williams,8.000000,0.099562,7,7
32,6,Mauricio Umansky,8.250000,0.002461,8,9
32,6,Alyson Hannigan,7.750000,0.099172,9,8
32,7,Xochitl Gomez,9.250000,0.098186,1,5
32,7,Jason Mraz,9.000000,0.105978,2,4
32,7,Alyson Hannigan,8.750000,0.125364,3,3
32,7,Ariana Madix,9.250000,0.042390,4,7
32,7,Barry Williams,8.125000,0.253854,5,2
32,7,Harry Jowsey,8.000000,0.308111,6,1
32,7,Charity Lawson,9.000000,0.061729,7,6
32,7,Lele Pons,9.125000,0.004387,8,8
32,8,Ariana Madix,10.500000,0.218564,1,1
32,8,Xochitl Gomez,10.000000,0.212673,2,2
32,8,Charity Lawson,9.750000,0.203713,3,3
32,8,Alyson Hannigan,9.000000,0.161099,4,4
32,8,Jason Mraz,8.250000,0.046748,5,6
32,8,Barry Williams,8.750000,0.003228,6,7
32,8,Harry Jowsey,7.000000,0.153975,7,5
32,9,Jason Mraz,10.750000,0.194262,1,1
32,9,Xochitl Gomez,10.250000,0.188002,2,2
32,9,Charity Lawson,9.500000,0.169082,3,3
32,9,Alyson Hannigan,8.000000,0.181805,4,5
32,9,Ariana Madix,9.250000,0.164790,5,4
32,9,Harry Jowsey,7.500000,0.102059,6,6
32,10,Xochitl Gomez,10.000000,0.213300,1,1
32,10,Charity Lawson,9.833333,0.202170,2,2
32,10,Ariana Madix,9.666667,0.199553,3,3
32,10,Jason Mraz,9.500000,0.201260,4,4
32,10,Alyson Hannigan,8.500000,0.183717,5,5
32,11,Xochitl Gomez,10.000000,0.209514,1,1
32,11,Jason Mraz,10.000000,0.206727,2,2
32,11,Charity Lawson,9.833333,0.198677,3,3
32,11,Ariana Madix,9.833333,0.198417,4,4
32,11,Alyson Hannigan,8.833333,0.186666,5,5
33,1,Chandler Kinney,7.666667,0.095649,1,1
33,1,Dwight Howard ,7.333333,0.089904,2,2
33,1,Stephen Nedoroscik,7.000000,0.086090,3,3
33,1,Joey Graziadei,7.000000,0.084675,4,4
33,1,Danny Amendola,6.666667,0.082096,5,5
33,1,Phaedra Parks,6.333333,0.076656,6,6
33,1,Jenn Tran,6.333333,0.076554,7,7
33,1,Ilona Maher,6.000000,0.074206,8,8
33,1,Brooks Nader,6.000000,0.073421,9,9
33,1,Tori Spelling,5.666667,0.071715,10,10
33,1,Anna Delvey,6.000000,0.058002,11,12
33,1,Reginald VelJohnson,5.333333,0.067584,12,11
33,1,Eric Roberts,5.000000,0.063448,13,13
33,2,Chandler Kinney,8.000000,0.103095,1,1
33,2,Stephen Nedoroscik,7.333333,0.091504,2,2
33,2,Dwight Howard ,7.333333,0.091147,3,3
33,2,Joey Graziadei,7.333333,0.090332,4,4
33,2,Ilona Maher,7.000000,0.084979,5,5
33,2,Danny Amendola,7.000000,0.084916,6,6
33,2,Phaedra Parks,7.000000,0.084028,7,7
33,2,Brooks Nader,6.666667,0.079163,8,8
33,2,Jenn Tran,6.333333,0.072919,9,9
33,2,Eric Roberts,5.000000,0.074429,10,10
33,2,Tori Spelling,6.333333,0.052603,11,11
33,2,Reginald VelJohnson,5.000000,0.067561,12,12
33,2,Anna Delvey,5.666667,0.023324,13,13
